Id,Nombre,Sexo,RUT,Fecha Nacimiento,Dirección,Correo,AFP,APV,Saldo AFP,Saldo APV,Inicio cotizaciones,Última cotización
1589,Cairo Vega,M,6378511-1,14/09/1970,84 Brown StreetPalatine IL 60067,CairoVega@gmail.com,Cuprum,False,23976482,0,08/04/1988,22/10/2017
1590,Sage Garza,M,15849002-K,11/08/1981,73 NW. Rocky River St.Lafayette IN 47905,SageGarza@gmail.com,Cuprum,True,599183,3404334,16/02/2000,12/09/2016
1591,Joan Heath,F,11932907-K,05/01/1979,7738 Old Blackburn LaneLoxahatchee FL 33470,JoanHeath@gmail.com,Capital,False,9502439,0,11/01/1999,06/12/2018
1592,Thaddeus Whitehead,F,15592237-K,21/09/1991,8 Wentworth Dr.Eden Prairie MN 55347,ThaddeusWhitehead@gmail.com,Cuprum,False,601263,0,21/07/2010,20/06/2018
1593,Melinda Kent,M,17110574-2,20/09/1981,984 Division Dr.Greer SC 29650,MelindaKent@gmail.com,Modelo,True,13276914,11265465,27/04/2000,21/01/2020
1594,Conan Thomas,M,18848637-3,22/01/1984,315 Swanson Ave.Hudsonville MI 49426,ConanThomas@gmail.com,Modelo,False,8814954,0,14/06/2004,26/11/2017
1595,Paki Heath,M,14505335-2,21/01/1993,67 Fairground Dr.Jamaica Plain MA 02130,PakiHeath@gmail.com,Modelo,True,1365496,13826917,12/10/2012,05/08/2016
1596,Graham Monroe,F,17331462-1,31/10/1997,7513 Church Rd.Middletown CT 06457,GrahamMonroe@gmail.com,Provida,True,6413870,4043055,04/11/2017,19/05/2019
1597,Sage Hoover,F,8246095-K,14/11/1972,2 West Golden Star Dr.Bristow VA 20136,SageHoover@gmail.com,Provida,False,9209963,0,12/06/1990,14/10/2019
1598,Dennis Daniel,M,6219277-K,05/03/1969,163 College Ave.Westminster MD 21157,DennisDaniel@gmail.com,Planvital,True,28878193,15293040,17/04/1987,17/06/2020
1599,Sylvester Blake,F,7181176-K,02/08/1970,9027 SW. Taylor Rd.Urbandale IA 50322,SylvesterBlake@gmail.com,Cuprum,False,32522537,0,26/08/1989,19/07/2020
1600,Zephania Alford,M,15652771-6,28/06/1990,7406 Garden St.Bristol CT 06010,ZephaniaAlford@gmail.com,Cuprum,True,7801628,19593412,28/09/2010,06/01/2020
1601,Andrew Craig,M,18746430-K,29/06/1991,44 N. Amerige St.Allen Park MI 48101,AndrewCraig@gmail.com,Capital,False,13097817,0,02/02/2010,23/03/2016
1602,Uriel Bullock,F,7341981-K,29/07/1970,9145 Beech StreetManahawkin NJ 08050,UrielBullock@gmail.com,Modelo,True,12438144,8628300,13/01/1989,09/04/2019
1603,Jarrod Kent,M,6650000-5,19/09/1962,5 Lakeview Ave.Georgetown SC 29440,JarrodKent@gmail.com,Modelo,True,32910261,13043742,02/08/1982,24/01/2018
1604,Kaseem Elliott,F,6409350-K,14/06/1964,7969 South Wentworth St.Youngstown OH 44512,KaseemElliott@gmail.com,Modelo,True,6207447,18088895,13/01/1983,21/03/2017
1605,Jerome Heath,F,16910791-2,02/09/1996,173 Meadowbrook StreetNashua NH 03060,JeromeHeath@gmail.com,Provida,False,17483328,0,25/01/2016,18/02/2018
1606,Jerome Hutchinson,F,6539709-K,10/10/1970,482 Bishop CirclePeabody MA 01960,JeromeHutchinson@gmail.com,Modelo,True,10544163,27117105,04/10/1988,03/10/2018
1607,Louis Whitehead,F,16580675-9,02/12/1993,608 Plumb Branch St.Pasadena MD 21122,LouisWhitehead@gmail.com,Habitat,False,5510540,0,12/07/2013,31/07/2018
1608,Rhona Day,M,7988289-0,14/09/1969,25 Canterbury St.Anaheim CA 92806,RhonaDay@gmail.com,Habitat,True,22638386,22765189,06/04/1988,13/07/2019
1609,Jackson Cleveland,F,12412078-0,23/09/1980,963 Main Dr.Blackwood NJ 08012,JacksonCleveland@gmail.com,Cuprum,False,5132474,0,20/12/1999,07/03/2017
1610,Howard Day,F,7268625-K,14/06/1969,30 E. 53rd Dr.Brookfield WI 53045,HowardDay@gmail.com,Capital,False,19723345,0,02/02/1989,15/02/2017
1611,Rhona Riddle,M,9050150-2,09/04/1973,69 Euclid LaneWest Springfield MA 01089,RhonaRiddle@gmail.com,Planvital,False,17154740,0,29/06/1991,19/07/2018
1612,Tanek Justice,M,13481326-1,29/07/1991,9020 Coffee Dr.Farmington MI 48331,TanekJustice@gmail.com,Habitat,True,51640,6651633,08/06/2009,24/01/2018
1613,Connor Colon,M,7577497-1,02/04/1970,9178 Hall StreetConway SC 29526,ConnorColon@gmail.com,Planvital,False,34293790,0,07/03/1988,07/06/2017
1614,Rose Finch,F,11138557-5,12/02/1979,956 Arnold Ave.Kingston NY 12401,RoseFinch@gmail.com,Capital,True,16486833,7970186,15/01/1997,10/07/2016
1615,Fulton Craig,F,9547500-K,19/07/1972,8228 Spruce Dr.Johnston RI 02919,FultonCraig@gmail.com,Modelo,True,4006434,14391376,03/03/1990,28/05/2016
1616,Jocelyn Alford,M,6128026-2,23/08/1965,634 Sherwood DriveCrystal Lake IL 60014,JocelynAlford@gmail.com,Cuprum,False,16077912,0,07/11/1985,29/08/2020
1617,Amber Palmer,F,6013183-K,21/09/1965,41 Middle River St.Hallandale FL 33009,AmberPalmer@gmail.com,Cuprum,False,17760325,0,25/02/1984,23/12/2016
1618,Kerry Abbott,M,16864622-3,28/10/1996,2 S. Clark St.Bethpage NY 11714,KerryAbbott@gmail.com,Modelo,False,10302387,0,11/04/2015,07/09/2018
1619,Conan Scott,M,12416273-K,26/07/1980,898 S. Sage LaneElizabethtown PA 17022,ConanScott@gmail.com,Cuprum,True,1637549,7480029,17/05/1998,17/08/2019
1620,Dennis Finch,M,15272528-K,20/08/1984,9316 Cambridge St.Westlake OH 44145,DennisFinch@gmail.com,Capital,True,13517382,13731429,10/04/2002,07/01/2017
1621,Clark Bernard,M,6324956-8,12/07/1960,16 Lakewood St.Milford MA 01757,ClarkBernard@gmail.com,Planvital,False,28155487,0,07/12/1979,22/04/2018
1622,Dennis Hull,M,7593862-K,06/08/1962,91 Tailwater St.Henrico VA 23228,DennisHull@gmail.com,Modelo,True,12376194,6003755,24/03/1982,20/01/2019
1623,Rhea Fuller,M,14315002-K,29/05/1989,979 Lakeshore Ave.Erlanger KY 41018,RheaFuller@gmail.com,Capital,True,3319521,13201078,29/12/2009,13/08/2017
1624,Sarah Higgins,M,13058303-K,02/12/1991,758 East Rockland RoadAstoria NY 11102,SarahHiggins@gmail.com,Cuprum,False,5724407,0,07/07/2009,06/05/2019
1625,Jerome Sharpe,M,6333940-6,04/12/1964,6 Halifax Ave.Romulus MI 48174,JeromeSharpe@gmail.com,Capital,False,33197181,0,27/09/1984,04/02/2017
1626,Jerome Hansen,M,14572224-K,12/11/1994,328 High Noon Rd.Huntington Station NY 11746,JeromeHansen@gmail.com,Modelo,True,13246874,204110,10/01/2014,02/09/2018
1627,Rhona Velez,F,7065993-K,03/11/1960,552 Mill DrivePainesville OH 44077,RhonaVelez@gmail.com,Modelo,True,39061698,26365370,14/10/1978,19/09/2018
1628,Abbot Sharpe,M,14528320-K,13/02/1990,3 S. Beach Ave.Miami Beach FL 33139,AbbotSharpe@gmail.com,Capital,True,14510309,1069130,24/03/2009,30/01/2018
1629,Drew Finch,M,6081431-K,31/03/1970,456 Westport LaneGarden City NY 11530,DrewFinch@gmail.com,Habitat,False,21076883,0,12/06/1989,01/01/2018
1630,Brianna Monroe,F,12679073-K,25/07/1980,853 Myers St.Hickory NC 28601,BriannaMonroe@gmail.com,Planvital,False,15735646,0,30/04/2000,12/09/2017
1631,Hoyt Kirkland,M,18003104-K,29/10/1981,9 Albany LaneBeachwood OH 44122,HoytKirkland@gmail.com,Capital,True,1697472,4047370,07/03/2001,03/07/2018
1632,Aline Hinton,F,6866725-6,03/04/1963,40 East Bedford St.Seattle WA 98144,AlineHinton@gmail.com,Modelo,True,26276666,12557516,10/09/1982,13/01/2017
1633,Rhea James,F,17220882-0,14/04/1982,675 Annadale St.Apex NC 27502,RheaJames@gmail.com,Planvital,True,4584987,6661172,07/06/2002,13/11/2017
1634,Bernard Kirkland,F,16294865-K,30/11/1985,523 Mill DriveMalden MA 02148,BernardKirkland@gmail.com,Modelo,False,9745401,0,19/04/2004,11/03/2020
1635,Bernard Cain,F,7357718-K,22/08/1964,9 Bradford StreetYuba City CA 95993,BernardCain@gmail.com,Planvital,False,18403564,0,10/05/1983,21/09/2017
1636,Sarah Monroe,F,8845111-3,16/12/1975,75 Belmont LaneHempstead NY 11550,SarahMonroe@gmail.com,Modelo,True,14833460,12502052,05/03/1993,12/01/2018
1637,Connor Craft,F,12088805-6,16/09/1973,3 Purple Finch St.Santa Clara CA 95050,ConnorCraft@gmail.com,Modelo,True,3672253,18326373,08/02/1991,02/10/2018
1638,Bertha Wagner,M,18946513-K,23/02/1984,5 South Tunnel DriveRedford MI 48239,BerthaWagner@gmail.com,Planvital,True,1172502,16807996,12/10/2002,27/07/2017
1639,Lysandra Parker,F,9171621-K,04/11/1976,8913 North Marvon LaneDeltona FL 32725,LysandraParker@gmail.com,Capital,False,15589495,0,10/04/1995,26/01/2016
1640,Brenden Lindsay,M,16158892-7,24/04/1983,622 Bridle DriveMarysville OH 43040,BrendenLindsay@gmail.com,Modelo,True,7926619,14906135,02/10/2003,24/12/2019
1641,Sebastian Decker,F,11645892-2,21/10/1978,97 South Sunbeam DriveEnglishtown NJ 07726,SebastianDecker@gmail.com,Planvital,False,2653922,0,08/02/1997,05/03/2018
1642,Camilla Rivers,M,16671423-K,09/09/1997,364 Heather CourtMount Airy MD 21771,CamillaRivers@gmail.com,Capital,False,10006860,0,23/08/2016,29/09/2018
1643,Rose Owen,F,6477240-K,11/02/1969,61 Walnutwood St.Bismarck ND 58501,RoseOwen@gmail.com,Habitat,True,6083259,18078036,22/02/1988,17/04/2019
1644,Dante Hebert,F,7389068-7,12/12/1962,860 Saxon St.Lynn MA 01902,DanteHebert@gmail.com,Cuprum,False,20664816,0,14/01/1981,09/05/2017
1645,Josephine Hardin,M,13784984-K,20/09/1995,439 Proctor DriveCouncil Bluffs IA 51501,JosephineHardin@gmail.com,Cuprum,False,15435756,0,02/02/2014,04/10/2018
1646,Sharon Higgins,F,7346669-K,14/08/1969,56 Gulf Ave.Rocky Mount NC 27804,SharonHiggins@gmail.com,Habitat,True,9208071,23096104,29/05/1988,19/06/2019
1647,Baker Alford,F,18854660-3,27/04/1991,562 Princess St.West Roxbury MA 02132,BakerAlford@gmail.com,Capital,True,1031303,13598820,12/05/2011,02/05/2016
1648,Brianna Brooks,F,19877574-K,22/06/1996,7270 Greystone St.Mechanicsville VA 23111,BriannaBrooks@gmail.com,Provida,True,13741840,17059240,24/11/2016,15/07/2016
1649,Clare Tyler,F,6735988-2,15/08/1966,860 Saxon St.Lynn MA 01902,ClareTyler@gmail.com,Provida,False,31622896,0,13/10/1985,21/11/2018
1650,Howard Richard,F,6556783-K,29/05/1970,8325 Bayberry StreetFort Worth TX 76110,HowardRichard@gmail.com,Provida,True,32718173,39977060,05/04/1988,19/07/2020
1651,Denise Alford,M,7984637-K,04/05/1967,927 White St.Navarre FL 32566,DeniseAlford@gmail.com,Cuprum,True,11018304,21819815,01/09/1986,23/08/2020
1652,Hoyt Mcdowell,F,7361868-K,14/06/1961,981 Foxrun Dr.Rego Park NY 11374,HoytMcdowell@gmail.com,Cuprum,False,8561562,0,27/05/1981,20/05/2020
1653,Kimberly Buchanan,M,9586782-K,01/02/1975,341 E. Canterbury RoadYonkers NY 10701,KimberlyBuchanan@gmail.com,Planvital,True,2730384,5041211,09/08/1995,17/11/2019
1654,Andrew Higgins,M,6958017-K,11/04/1965,75 Belmont LaneHempstead NY 11550,AndrewHiggins@gmail.com,Habitat,True,26759987,16430448,23/02/1985,20/04/2019
1655,Fulton Sears,M,6157035-K,08/11/1967,65 Acacia St.Whitehall PA 18052,FultonSears@gmail.com,Provida,False,39945340,0,29/09/1985,29/02/2020
1656,Timothy Hardin,M,8843363-0,22/07/1977,641 Glen Ridge CircleNiles MI 49120,TimothyHardin@gmail.com,Planvital,False,18349590,0,26/12/1995,13/11/2018
1657,Uriel Frost,M,19383561-K,27/02/1983,79 Alderwood StreetDothan AL 36301,UrielFrost@gmail.com,Capital,True,19098093,1287401,28/11/2002,07/05/2019
1658,Imani Heath,F,6076148-1,18/11/1965,367 Pacific St.Elizabethton TN 37643,ImaniHeath@gmail.com,Provida,True,7201399,26145613,10/01/1984,05/04/2018
1659,Mason Monroe,M,8530036-K,14/09/1974,8172 Manchester Ave.Wilmington MA 01887,MasonMonroe@gmail.com,Planvital,False,6125055,0,15/05/1993,30/04/2016
1660,Fulton Cabrera,M,9953029-K,07/08/1972,664 Coffee Ave.Bartlett IL 60103,FultonCabrera@gmail.com,Habitat,True,1401919,446803,05/11/1992,16/05/2017
1661,Sarah Velez,M,17337688-K,25/06/1997,8207 Coffee Dr.Norwalk CT 06851,SarahVelez@gmail.com,Cuprum,True,816744,17944804,06/10/2016,24/06/2020
1662,Kimberly Holt,F,17618651-7,16/08/1991,25 Brandywine StreetHarrison Township MI 48045,KimberlyHolt@gmail.com,Planvital,False,10989298,0,12/10/2011,18/05/2020
1663,Jerome Monroe,F,19213735-7,27/11/1991,7281 Delaware Ave.Baldwinsville NY 13027,JeromeMonroe@gmail.com,Capital,True,15985058,19546786,30/09/2011,25/12/2016
1664,Giacomo Colon,M,6747698-1,16/04/1965,668 Sunbeam Ave.Bridgewater NJ 08807,GiacomoColon@gmail.com,Planvital,True,33049201,20336421,08/07/1985,22/06/2017
1665,Castor Hinton,M,17684226-K,21/02/1998,514 North Glenwood StreetFresh Meadows NY 11365,CastorHinton@gmail.com,Habitat,True,12522257,10705986,27/06/2016,25/04/2017
1666,Devin Alford,M,19530919-6,27/09/1992,16 Manor Station Rd.Joliet IL 60435,DevinAlford@gmail.com,Habitat,False,4032879,0,27/03/2012,03/04/2017
1667,Howard Booker,M,15172695-K,18/02/1988,75 West LaneCoram NY 11727,HowardBooker@gmail.com,Capital,False,13222517,0,15/09/2008,27/05/2018
1668,Brianna Hull,F,8181369-6,11/04/1971,18 Wood St.Amarillo TX 79106,BriannaHull@gmail.com,Modelo,False,16521829,0,30/04/1989,09/01/2020
1669,Brenden Hansen,F,12632694-K,15/03/1977,655 Rock Creek St.Hattiesburg MS 39401,BrendenHansen@gmail.com,Modelo,False,6165457,0,03/11/1996,23/04/2018
1670,Joan Thomas,F,18634644-K,11/10/1988,836 Pine St.Medford MA 02155,JoanThomas@gmail.com,Cuprum,True,1496529,5339383,02/06/2006,25/10/2017
1671,Josiah Graves,M,9648503-5,05/11/1976,8525 Ridgewood StreetEau Claire WI 54701,JosiahGraves@gmail.com,Capital,True,13299422,5515541,15/10/1996,20/10/2017
1672,Conan Gonzalez,M,6094479-K,19/11/1967,92 Old York StreetHighland IN 46322,ConanGonzalez@gmail.com,Capital,False,22437882,0,09/08/1987,04/02/2017
1673,Jordan Sharpe,F,19309094-0,18/06/1996,9623 Howard Rd.Lawrence Township NJ 08648,JordanSharpe@gmail.com,Modelo,False,8098508,0,07/05/2016,16/09/2019
1674,Thaddeus Richard,F,15424949-2,05/09/1982,518 King St.Portsmouth VA 23703,ThaddeusRichard@gmail.com,Capital,True,19217458,12130571,29/08/2000,15/04/2017
1675,Kerry Thomas,F,7062792-K,21/06/1969,47 Church St.Alpharetta GA 30004,KerryThomas@gmail.com,Capital,True,27092107,18978495,30/01/1988,03/09/2020
1676,Drew Palmer,M,19340801-6,21/10/1986,873 Campfire LaneSan Angelo TX 76901,DrewPalmer@gmail.com,Modelo,False,404012,0,06/01/2004,15/12/2019
1677,Clark Walters,M,6838923-5,24/01/1965,450 Sherman St.Frankfort KY 40601,ClarkWalters@gmail.com,Modelo,False,20077736,0,11/06/1985,23/11/2017
1678,Clare Mcguire,F,18886620-7,24/06/1984,258 E. Longfellow St.King Of Prussia PA 19406,ClareMcguire@gmail.com,Modelo,True,8271684,17625809,01/09/2004,28/03/2019
1679,Timothy Craft,F,13575100-K,26/11/1992,963 Beaver Ridge LaneInman SC 29349,TimothyCraft@gmail.com,Cuprum,True,19011653,13601286,08/02/2012,28/02/2017
1680,Brianna Palmer,M,6541494-5,19/09/1965,588 Westport LanePetersburg VA 23803,BriannaPalmer@gmail.com,Cuprum,False,17845909,0,10/07/1984,29/03/2020
1681,Ulric Walters,F,14907408-K,07/08/1992,53 Armstrong St.Clinton MD 20735,UlricWalters@gmail.com,Planvital,True,7222648,2168420,04/07/2012,27/04/2020
1682,Sebastian Rivers,F,19546410-7,21/09/1983,70 Yukon St.Clemmons NC 27012,SebastianRivers@gmail.com,Provida,False,16073390,0,25/04/2001,27/10/2018
1683,Seth Stewart,M,7436015-6,24/05/1963,9705 Saxon LaneDanville VA 24540,SethStewart@gmail.com,Habitat,True,9233759,20225253,08/11/1982,18/04/2019
1684,Connor Velez,F,6839459-8,23/07/1962,177 NW. Roosevelt St.Doylestown PA 18901,ConnorVelez@gmail.com,Modelo,True,12061240,10874945,06/05/1982,01/03/2019
1685,Clark James,F,6666759-8,20/12/1965,357 Foxrun Dr.Hope Mills NC 28348,ClarkJames@gmail.com,Modelo,True,31837335,39664875,23/07/1984,03/05/2016
1686,Dennis Alford,F,17123885-K,20/01/1998,201 Hickory St.Aliquippa PA 15001,DennisAlford@gmail.com,Habitat,False,16900367,0,22/03/2017,05/03/2020
1687,Bernard Kirkland,F,15692185-1,10/04/1981,36 N. Foster St.Grand Haven MI 49417,BernardKirkland@gmail.com,Provida,True,8436230,3001370,30/04/2001,27/06/2018
1688,Zephania Decker,M,8803134-K,22/01/1979,89 Wrangler LaneCamp Hill PA 17011,ZephaniaDecker@gmail.com,Provida,False,14693695,0,13/05/1999,11/01/2016
1689,Kerry Elliott,M,7053214-K,25/08/1966,101 West Coffee Ave.Providence RI 02904,KerryElliott@gmail.com,Cuprum,False,9035421,0,31/03/1986,01/10/2018
1690,Felicia Griffin,M,7239351-K,21/11/1964,638 West Depot St.Saint Joseph MI 49085,FeliciaGriffin@gmail.com,Provida,True,18472280,24414071,26/05/1983,28/02/2018
1691,Rose Wooten,F,18239106-K,04/03/1986,68 Maple St.Massillon OH 44646,RoseWooten@gmail.com,Planvital,False,11270180,0,20/08/2006,27/07/2018
1692,Imani Patrick,F,16159897-6,12/03/1984,146 E. Fairground Ave.Ontario CA 91762,ImaniPatrick@gmail.com,Modelo,True,18109071,15544279,22/03/2004,30/06/2020
1693,Clark Higgins,M,18480156-3,21/02/1992,60 East Sutor St.Milwaukee WI 53204,ClarkHiggins@gmail.com,Planvital,True,5843059,19323579,19/06/2012,07/12/2016
1694,Nadine Gardner,M,7977760-9,18/12/1965,40 Gulf RoadBay Shore NY 11706,NadineGardner@gmail.com,Habitat,False,32896499,0,22/11/1985,08/10/2017
1695,Jerome Tillman,M,10176796-9,15/10/1974,8487 Fairfield St.Mays Landing NJ 08330,JeromeTillman@gmail.com,Provida,True,4191066,19402668,25/02/1993,01/09/2019
1696,Lysandra Farrell,F,16915395-5,09/08/1990,222 Pennington St.Kennewick WA 99337,LysandraFarrell@gmail.com,Capital,False,5064200,0,29/10/2009,20/12/2019
1697,Stephanie Thomas,M,15896737-K,21/07/1986,9160 Marlborough Ave.Middle River MD 21220,StephanieThomas@gmail.com,Cuprum,False,6363672,0,16/12/2006,15/02/2016
1698,Holly Molina,M,17925813-K,21/12/1986,964 Galvin St.Deland FL 32720,HollyMolina@gmail.com,Planvital,True,11675695,19900603,01/09/2004,13/11/2018
1699,Stephanie Hutchinson,M,13174446-K,28/07/1987,8885 Piper DriveMonroe NY 10950,StephanieHutchinson@gmail.com,Capital,False,2495825,0,16/09/2005,17/02/2018
1700,Seth Graves,F,9517057-8,08/10/1971,8409 Durham St.Tuckerton NJ 08087,SethGraves@gmail.com,Provida,False,4136516,0,19/06/1990,17/11/2019
1701,Jarrod Velez,F,13033567-K,09/12/1987,16 Lakewood St.Milford MA 01757,JarrodVelez@gmail.com,Provida,True,8584485,13018697,16/01/2005,25/11/2019
1702,Brianna Hebert,M,15122435-K,21/03/1994,413 Rockcrest AvenueDowningtown PA 19335,BriannaHebert@gmail.com,Modelo,True,14906141,1558940,16/09/2014,09/07/2020
1703,Jarrod Richard,M,7524184-9,01/10/1963,41 Wild Horse St.Chambersburg PA 17201,JarrodRichard@gmail.com,Capital,True,22779932,39188504,08/12/1981,03/03/2019
1704,Baker Cleveland,M,7438502-3,21/11/1969,9948 Cedar St.Clarkston MI 48348,BakerCleveland@gmail.com,Habitat,False,29383500,0,13/03/1989,30/07/2020
1705,Austin Mcdowell,F,17198648-K,17/01/1993,101 West Coffee Ave.Providence RI 02904,AustinMcdowell@gmail.com,Capital,False,17323875,0,05/11/2012,03/06/2020
1706,Dante Wagner,M,15968333-1,07/08/1987,544 Winchester LaneZeeland MI 49464,DanteWagner@gmail.com,Habitat,True,14949951,15469394,05/09/2006,18/10/2018
1707,Aline Thomas,M,18485775-K,23/06/1990,8590 Cleveland St.Niagara Falls NY 14304,AlineThomas@gmail.com,Cuprum,True,13157346,3378695,04/07/2008,02/07/2017
1708,Denise Kim,M,12875011-K,05/04/1971,8683 Elm Ave.New Bern NC 28560,DeniseKim@gmail.com,Modelo,False,4584267,0,23/03/1991,12/09/2016
1709,Sharon Kennedy,F,13222846-K,13/03/1992,605 Grant St.Pikesville MD 21208,SharonKennedy@gmail.com,Capital,True,10047485,12317272,01/08/2010,18/10/2019
1710,Rhea Cain,F,18547948-K,13/04/1996,550 Canterbury Rd.Mountain View CA 94043,RheaCain@gmail.com,Provida,False,10553810,0,06/10/2014,29/08/2018
1711,Josiah Palmer,M,10633658-K,26/01/1975,178 3rd CircleRidgecrest CA 93555,JosiahPalmer@gmail.com,Provida,False,7677462,0,17/03/1993,22/04/2017
1712,Jarrod Grimes,M,15803600-2,22/02/1993,659 W. 3rd StreetBozeman MT 59715,JarrodGrimes@gmail.com,Planvital,True,5188552,6036330,26/09/2013,02/12/2019
1713,Holly Cleveland,M,18988397-K,12/09/1988,16 Locust Ave.Circle Pines MN 55014,HollyCleveland@gmail.com,Habitat,False,7264777,0,07/04/2006,22/06/2019
1714,Fulton Sharpe,F,8986240-K,13/07/1975,342 Edgewater Rd.Chapel Hill NC 27516,FultonSharpe@gmail.com,Provida,False,16761044,0,14/04/1994,07/11/2018
1715,Rylee Farrell,M,16585604-K,12/11/1989,7969 South Wentworth St.Youngstown OH 44512,RyleeFarrell@gmail.com,Planvital,False,19783572,0,18/09/2007,03/05/2019
1716,Baker Abbott,M,8265777-7,25/07/1975,8587 Sage LaneRichmond Hill NY 11418,BakerAbbott@gmail.com,Habitat,True,7649832,19551598,22/04/1993,26/06/2020
1717,Andrew Justice,M,13936350-K,01/03/1985,767 Cobblestone St.Barberton OH 44203,AndrewJustice@gmail.com,Modelo,True,16489038,2061729,24/09/2005,27/04/2017
1718,Sylvester Daniel,F,18669657-9,22/03/1988,28 Smith Store CourtWaterford MI 48329,SylvesterDaniel@gmail.com,Planvital,False,1251276,0,08/04/2006,06/02/2018
1719,Holly Booth,M,9196468-K,18/12/1971,553 Shady Rd.Plattsburgh NY 12901,HollyBooth@gmail.com,Habitat,True,2309951,128617,21/05/1990,14/10/2019
1720,Mannix Justice,M,14138892-K,09/08/1993,9675 Dunbar StreetRoslindale MA 02131,MannixJustice@gmail.com,Cuprum,False,17446785,0,11/02/2011,11/06/2016
1721,Ina Sweeney,F,18716125-3,09/01/1981,6 San Pablo AvenueFullerton CA 92831,InaSweeney@gmail.com,Cuprum,False,5158474,0,23/12/1999,03/07/2016
1722,Rhona Craft,M,12531851-1,29/10/1972,9418 Circle RoadFort Walton Beach FL 32547,RhonaCraft@gmail.com,Modelo,True,16956568,17291460,22/02/1990,11/09/2018
1723,Sharon Cleveland,F,13900228-7,13/05/1984,9512 Pacific St.Canandaigua NY 14424,SharonCleveland@gmail.com,Planvital,False,12038903,0,28/06/2003,16/07/2017
1724,Clayton Craft,F,13038033-K,06/12/1991,670 Clinton Dr.Hoffman Estates IL 60169,ClaytonCraft@gmail.com,Modelo,True,5753208,9326705,25/06/2009,11/06/2020
1725,Kirk Craft,M,17092082-5,30/07/1983,721 Trout Dr.Marshalltown IA 50158,KirkCraft@gmail.com,Provida,True,16729738,3798388,02/06/2003,20/09/2016
1726,Wyatt Frost,F,7268011-3,18/12/1962,7281 Delaware Ave.Baldwinsville NY 13027,WyattFrost@gmail.com,Cuprum,True,19721435,18553926,29/11/1981,22/07/2018
1727,Fulton Sweeney,M,17665214-K,22/09/1992,8691 New St.Fenton MI 48430,FultonSweeney@gmail.com,Provida,True,4686786,7786796,27/10/2010,21/04/2017
1728,Holly Lindsay,F,6185241-1,19/11/1962,121 Mayfield StreetSulphur LA 70663,HollyLindsay@gmail.com,Modelo,False,9143264,0,20/11/1982,08/07/2019
1729,Raja Hull,F,6870853-4,17/01/1964,17 Gartner StreetHammonton NJ 08037,RajaHull@gmail.com,Capital,True,13435722,10580834,11/04/1984,28/11/2018
1730,Lysandra Holt,M,7817408-8,06/02/1970,22 Amerige StreetBuffalo Grove IL 60089,LysandraHolt@gmail.com,Planvital,True,6195538,27164911,14/07/1988,26/04/2016
1731,Cairo Howard,M,9306363-K,09/04/1972,515 Catherine St.Winter Springs FL 32708,CairoHoward@gmail.com,Planvital,True,9502725,3778140,10/09/1990,02/12/2018
1732,Kibo Hinton,F,18694350-6,13/04/1991,7492 E. Grove St.Schererville IN 46375,KiboHinton@gmail.com,Provida,True,18484155,8703328,04/04/2010,25/10/2017
1733,Sarah Gonzalez,F,13899798-4,29/12/1987,61 Manchester LaneChicago IL 60621,SarahGonzalez@gmail.com,Habitat,False,15971753,0,21/11/2006,31/12/2018
1734,Melinda Buchanan,F,15100733-K,26/03/1987,7592 Berkshire Rd.Selden NY 11784,MelindaBuchanan@gmail.com,Capital,False,12899590,0,11/07/2005,29/12/2017
1735,Kerry Hinton,M,17096185-K,15/10/1987,8665 Greenrose St.Franklin MA 02038,KerryHinton@gmail.com,Cuprum,False,634241,0,28/01/2005,28/08/2019
1736,Rylee Farrell,M,14407331-4,13/05/1988,53 Rockaway DriveFlorence SC 29501,RyleeFarrell@gmail.com,Capital,True,16372243,18399422,17/04/2006,23/12/2016
1737,Mannix Lindsay,F,11766241-6,21/11/1977,942 Westminster Ave.Linden NJ 07036,MannixLindsay@gmail.com,Planvital,False,4725695,0,29/09/1995,11/07/2020
1738,Petra Garza,F,6260816-3,10/01/1970,66 Mayflower StreetPerrysburg OH 43551,PetraGarza@gmail.com,Habitat,False,35237400,0,06/07/1990,09/12/2018
1739,Lysandra Palmer,M,18504280-K,24/12/1988,9352 Rocky River Dr.Ooltewah TN 37363,LysandraPalmer@gmail.com,Capital,True,9542642,14798259,11/06/2006,22/07/2020
1740,Clark Grimes,F,7625334-8,16/10/1961,8656 Oak Meadow Ave.Holland MI 49423,ClarkGrimes@gmail.com,Planvital,True,19079516,12820572,10/10/1980,03/07/2018
1741,Sebastian Foreman,F,9506014-K,27/09/1975,149 Snake Hill Rd.Atlantic City NJ 08401,SebastianForeman@gmail.com,Cuprum,True,19709270,5482417,29/06/1993,17/01/2017
1742,Elizabeth Donaldson,M,18937450-K,19/06/1995,9059 Rockledge Ave.Pembroke Pines FL 33028,ElizabethDonaldson@gmail.com,Habitat,True,6989808,17557418,07/01/2013,04/04/2020
1743,Aline Estrada,M,6077581-1,01/01/1962,236 Meadowbrook StreetShrewsbury MA 01545,AlineEstrada@gmail.com,Provida,True,26064279,19551800,01/10/1980,26/04/2018
1744,Susan Griffin,M,7888600-5,15/07/1965,8487 Fairfield St.Mays Landing NJ 08330,SusanGriffin@gmail.com,Capital,True,34780639,39524625,20/01/1984,06/05/2017
